sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_kg_m3,melting_C,thermal_conductivity_W_mK,specific_heat_J_kgK,cte_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,data_quality_score
demo_0072,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,E-PBF,Custom Lab System,1018.4,487.03,124.68,50.0,158.18,Z,horizontal,aged,7800,1427,28.6,460,10.4,92.5,7.394,59.73,fine equiaxed,1.5,martensite,carbides,martensitic/carbide structure,1023.15,1145.7,1.0,330.58,204.5,12.14,A
demo_0073,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,SLM 280,245.34,666.56,123.57,60.0,83.12,XY,45deg,solution+aged,8900,1085,320.0,380,17.0,99.231,0.8,23.47,fine equiaxed,3.53,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,413.77,531.16,20.73,148.14,123.0,30.87,A
demo_0074,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Sciaky EBAM,187.79,1198.51,117.53,30.0,62.9,Z,horizontal,annealed,7990,1385,16.2,500,16.0,98.493,1.484,23.97,cellular,1.27,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",562.3,767.15,44.72,190.05,186.32,31.57,A
demo_0075,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,Concept Laser M2,222.04,917.69,106.53,30.0,77.73,XY,45deg,aged,8900,1085,320.0,380,17.0,99.356,0.582,12.46,cellular,0.8,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,444.4,575.09,22.87,176.68,126.75,8.07,C
demo_0076,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,E-PBF,Custom Lab System,1253.02,680.03,139.87,70.0,161.42,XY,45deg,aged,7800,1420,16.0,460,10.4,92.5,7.576,45.19,cellular,1.63,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,935.97,1129.16,3.7,305.01,203.83,11.95,C
demo_0077,demo_literature_style_IN718,IN718,Ni superalloy,Ni,DED,L-DED,SLM 280,620.4,22.37,1099.97,568.87,1481.94,XY,horizontal,annealed,8190,1298,9.0,435,14.0,99.413,0.577,27.42,coarse equiaxed,2.13,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1006.82,1162.24,25.97,358.15,201.11,33.97,C
demo_0078,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,DED,L-DED,Concept Laser M2,871.56,5.33,1092.23,277.33,1139.92,XY,vertical,as-built,2670,570,140.0,890,21.5,92.5,7.444,26.82,mixed columnar-equiaxed,2.62,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,118.5,245.89,1.0,20.0,76.79,20.74,B
demo_0079,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,336.29,1277.22,90.09,20.0,62.4,Z,vertical,annealed,7800,1420,16.0,460,10.4,95.318,4.727,33.27,columnar,3.34,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,814.43,920.02,11.98,293.03,194.26,24.22,B
demo_0080,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,EOS M400,191.51,1286.14,71.66,40.0,68.45,Z,vertical,HIP,7990,1385,16.2,500,16.0,99.123,0.864,18.12,fine equiaxed,0.8,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",572.2,657.96,38.05,174.71,189.61,15.91,B
demo_0081,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,Sciaky EBAM,198.56,1150.52,84.66,20.0,99.54,XZ,45deg,solution+aged,8900,1085,320.0,380,17.0,98.721,1.251,13.74,cellular,1.5,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,394.6,501.93,19.07,122.96,114.34,32.44,A
demo_0082,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Sciaky EBAM,228.11,862.21,111.67,40.0,66.46,XY,vertical,as-built,8400,1390,13.0,450,14.0,98.752,1.285,35.63,cellular,1.97,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",782.58,1006.64,14.07,250.45,218.31,19.31,C
demo_0083,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,143.76,1305.06,90.13,50.0,75.71,Z,horizontal,stress relieved,8190,1298,9.0,435,14.0,96.593,3.358,12.0,columnar,2.86,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",917.05,1050.78,15.75,272.92,209.93,18.42,B
demo_0084,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,EOS M400,286.77,1404.23,118.35,30.0,62.63,Z,45deg,solution+aged,8440,1320,9.2,429,12.8,99.23,0.846,13.88,cellular,2.53,gamma,carbides/Laves possible,cellular dendritic gamma,725.72,846.17,36.29,238.35,199.84,21.75,B
demo_0085,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,EOS M290,338.09,771.34,123.21,20.0,68.44,XZ,vertical,HIP,4420,1650,7.0,526,8.5,92.5,7.337,23.24,cellular,2.73,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,812.47,898.06,2.89,303.75,112.77,29.57,C
demo_0086,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,379.06,1302.36,77.94,20.0,99.81,XY,vertical,stress relieved,2680,580,160.0,910,20.5,92.5,7.461,31.4,cellular,1.74,alpha-Al,Si network/Mg2Si,fine Si cellular network,124.04,169.94,1.0,33.65,57.03,34.84,B
demo_0087,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,SLM 280,402.61,1056.55,72.91,50.0,95.64,Z,vertical,annealed,7990,1385,16.2,500,16.0,98.723,1.34,20.88,cellular,2.23,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",503.84,625.21,39.5,172.45,183.97,6.27,A
demo_0088,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M400,392.76,851.42,129.42,60.0,95.6,XZ,horizontal,annealed,7800,1427,28.6,460,10.4,99.523,0.421,17.79,cellular,1.95,martensite,carbides,martensitic/carbide structure,1099.73,1239.99,15.2,363.49,208.14,30.38,C
demo_0089,demo_literature_style_IN718,IN718,Ni superalloy,Ni,DED,L-DED,Concept Laser M2,1073.34,6.6,722.98,295.0,949.12,Z,horizontal,annealed,8190,1298,9.0,435,14.0,92.5,7.474,46.75,columnar,3.78,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",859.44,1066.14,15.42,304.22,212.95,11.2,B
demo_0090,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,DED,WAAM,Trumpf TruPrint,2327.62,7.9,1015.52,1743.47,3034.88,XZ,45deg,HIP,4420,1650,7.0,526,8.5,92.5,7.473,38.4,columnar,2.23,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,852.53,1038.19,5.87,304.96,112.55,34.97,A
demo_0091,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,EOS M400,365.5,1186.94,99.9,30.0,80.48,XY,45deg,aged,8900,1085,320.0,380,17.0,98.376,1.564,23.73,cellular,3.35,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,362.66,444.9,20.31,163.46,131.94,23.81,C
demo_0092,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Sciaky EBAM,284.23,970.16,84.76,60.0,81.84,XY,45deg,stress relieved,2670,570,140.0,890,21.5,99.711,0.268,15.58,mixed columnar-equiaxed,1.91,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,282.34,325.16,11.23,59.83,65.54,33.07,B
demo_0093,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,272.68,1017.91,87.29,20.0,73.54,XZ,vertical,annealed,4430,1660,7.1,560,8.6,94.201,5.785,16.77,cellular,1.74,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",865.32,1103.39,1.0,298.2,114.03,28.63,B
demo_0094,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,170.21,1084.0,112.05,30.0,80.65,XY,vertical,solution+aged,8190,1298,9.0,435,14.0,98.938,1.026,18.46,cellular,2.37,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1046.63,1207.61,17.78,346.79,200.23,18.49,B
demo_0095,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,DED,L-DED,Trumpf TruPrint,578.39,23.75,934.26,766.6,1496.75,XZ,45deg,HIP,8400,1390,13.0,450,14.0,98.969,1.081,38.63,columnar,1.95,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",891.79,1104.1,17.66,330.75,221.78,24.11,C
demo_0096,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Custom Lab System,325.67,659.69,84.97,50.0,97.29,XY,horizontal,stress relieved,4430,1660,7.1,560,8.6,97.863,2.082,13.88,cellular,3.05,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",906.68,1110.38,15.73,282.04,111.93,10.29,B
demo_0097,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,162.97,1306.56,89.5,50.0,78.33,XZ,horizontal,aged,4420,1650,7.0,526,8.5,97.731,2.189,24.7,mixed columnar-equiaxed,3.1,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,952.53,1078.68,13.78,328.39,113.12,23.93,C
demo_0098,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M290,331.83,742.68,87.26,30.0,93.44,XZ,vertical,HIP,7800,1427,28.6,460,10.4,92.5,7.412,12.76,cellular,0.8,martensite,carbides,martensitic/carbide structure,980.0,1151.98,1.0,327.65,214.45,32.82,B
demo_0099,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,DED,WAAM,SLM 280,1194.42,12.94,2758.94,952.64,3262.04,XY,45deg,stress relieved,8100,1413,14.2,452,10.3,99.507,0.509,68.41,dendritic,1.72,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",1144.32,1364.29,9.63,407.47,191.79,13.65,B
demo_0100,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,233.02,729.55,90.35,50.0,79.31,XY,vertical,solution+aged,4420,1650,7.0,526,8.5,98.852,1.124,13.47,columnar,2.4,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,997.97,1229.16,9.88,302.24,118.33,30.79,B
demo_0101,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,EOS M400,384.62,1102.63,120.15,30.0,83.42,XZ,45deg,HIP,7990,1385,16.2,500,16.0,98.757,1.263,20.32,columnar,3.54,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",576.61,808.76,44.8,185.84,188.28,30.58,C
demo_0102,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Custom Lab System,299.84,888.17,72.58,60.0,63.81,Z,horizontal,as-built,2670,570,140.0,890,21.5,99.383,0.633,16.31,cellular,2.53,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,241.64,312.98,11.77,96.52,73.89,33.16,A
demo_0103,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,E-PBF,EOS M290,2418.85,856.94,126.21,100.0,216.68,XY,horizontal,HIP,7800,1427,28.6,460,10.4,92.5,7.582,34.83,columnar,3.39,martensite,carbides,martensitic/carbide structure,1026.15,1245.33,2.51,317.51,212.69,28.27,B
demo_0104,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,324.12,1159.8,70.87,40.0,64.68,Z,45deg,as-built,4420,1650,7.0,526,8.5,98.395,1.59,10.87,mixed columnar-equiaxed,2.97,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,997.91,1078.64,15.14,345.29,107.9,33.22,B
demo_0105,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Concept Laser M2,297.16,1071.89,102.62,40.0,69.58,Z,horizontal,solution+aged,8400,1390,13.0,450,14.0,98.736,1.265,20.21,cellular,1.51,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",837.45,972.23,11.22,292.44,223.16,22.81,B
demo_0106,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,Concept Laser M2,156.79,978.6,76.0,50.0,89.1,XZ,horizontal,aged,2680,580,160.0,910,20.5,98.394,1.538,25.18,cellular,3.54,alpha-Al,Si network/Mg2Si,fine Si cellular network,270.01,328.55,7.8,81.69,56.02,7.14,B
demo_0107,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,386.44,924.61,128.16,30.0,95.16,XY,vertical,stress relieved,8440,1320,9.2,429,12.8,98.315,1.667,12.18,columnar,4.33,gamma,carbides/Laves possible,cellular dendritic gamma,677.05,783.07,32.33,237.51,209.15,21.41,A
demo_0108,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,E-PBF,Sciaky EBAM,1628.11,887.76,169.62,100.0,206.21,Z,horizontal,annealed,2680,580,160.0,910,20.5,93.621,6.409,116.82,cellular,0.8,alpha-Al,Si network/Mg2Si,fine Si cellular network,171.41,303.09,4.27,40.21,71.26,25.56,C
demo_0109,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,SLM 280,240.97,770.34,84.87,30.0,93.95,XZ,vertical,solution+aged,7800,1420,16.0,460,10.4,97.536,2.476,18.24,fine equiaxed,0.8,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,1008.55,1215.01,9.65,300.77,193.13,33.36,A
demo_0110,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,SLM 280,271.93,1056.75,92.71,40.0,69.24,XY,vertical,HIP,7800,1427,28.6,460,10.4,99.98,0.0,15.61,columnar,3.71,martensite,carbides,martensitic/carbide structure,1215.29,1340.43,6.13,377.47,212.14,21.31,B
demo_0111,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,DED,L-DED,SLM 280,457.2,23.63,1083.35,515.67,1480.41,XZ,horizontal,as-built,7800,1427,28.6,460,10.4,99.094,0.937,54.22,dendritic,3.14,martensite,carbides,martensitic/carbide structure,1158.57,1274.32,12.63,404.4,213.98,22.31,B
demo_0112,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Sciaky EBAM,302.25,1157.69,75.54,20.0,98.24,Z,vertical,annealed,4420,1650,7.0,526,8.5,92.5,7.527,15.01,cellular,3.2,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,794.46,882.88,2.18,257.89,106.95,29.12,B
demo_0113,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,409.3,1017.0,86.89,60.0,80.94,XZ,horizontal,solution+aged,4420,1650,7.0,526,8.5,98.417,1.653,10.22,fine equiaxed,0.87,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,953.0,1179.19,17.33,325.38,100.02,10.3,A
demo_0114,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,EOS M290,266.19,1082.69,83.36,50.0,79.2,XY,horizontal,aged,4420,1650,7.0,526,8.5,99.265,0.696,21.53,columnar,2.74,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,1001.84,1201.33,13.49,330.46,112.1,24.43,C
demo_0115,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,DED,L-DED,EOS M400,396.19,15.0,1012.99,682.87,1591.22,XY,45deg,annealed,2670,570,140.0,890,21.5,99.179,0.866,37.12,columnar,2.09,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,256.96,363.12,12.28,87.02,74.26,12.55,B
demo_0116,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,222.81,939.26,115.66,40.0,63.17,Z,45deg,aged,4420,1650,7.0,526,8.5,98.953,1.004,18.48,columnar,3.06,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,967.36,1128.03,12.66,300.41,106.47,15.36,C
demo_0117,demo_literature_style_IN625,IN625,Ni superalloy,Ni,DED,WAAM,EOS M400,1924.44,4.7,2049.25,1326.02,1163.99,XZ,horizontal,HIP,8440,1320,9.2,429,12.8,92.5,7.46,65.87,columnar,3.16,gamma,carbides/Laves possible,cellular dendritic gamma,575.17,732.96,28.42,182.39,200.45,33.29,A
demo_0118,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,242.22,1159.22,89.72,50.0,60.46,XZ,45deg,as-built,8440,1320,9.2,429,12.8,98.412,1.62,13.98,fine equiaxed,1.35,gamma,carbides/Laves possible,cellular dendritic gamma,624.37,733.83,33.55,190.74,208.91,7.11,B
demo_0119,demo_literature_style_IN718,IN718,Ni superalloy,Ni,DED,L-DED,Sciaky EBAM,811.74,22.27,573.52,296.57,1532.36,XY,horizontal,HIP,8190,1298,9.0,435,14.0,92.5,7.502,41.89,columnar,3.19,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",909.86,998.72,11.63,301.03,201.24,19.17,B
demo_0120,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,DED,L-DED,Sciaky EBAM,763.56,6.73,953.52,794.33,1006.06,XY,vertical,stress relieved,8400,1390,13.0,450,14.0,92.5,7.516,43.61,dendritic,1.63,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",664.53,795.14,1.0,231.18,214.02,33.2,C
demo_0121,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,DED,L-DED,Sciaky EBAM,335.42,17.97,879.16,638.73,1466.82,XY,horizontal,HIP,4420,1650,7.0,526,8.5,99.403,0.693,72.3,dendritic,2.49,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,975.68,1076.93,22.35,312.41,111.59,7.45,A
demo_0122,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,369.14,1471.61,97.62,30.0,91.04,XZ,45deg,as-built,8190,1298,9.0,435,14.0,98.939,1.069,8.71,cellular,2.65,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1041.95,1129.18,21.17,348.71,195.48,33.4,A
demo_0123,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,E-PBF,Concept Laser M2,2204.43,394.05,140.67,70.0,121.96,XY,vertical,solution+aged,8190,1298,9.0,435,14.0,92.5,7.551,44.62,fine equiaxed,2.04,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",980.14,1130.26,1.54,313.91,198.49,34.34,A
demo_0124,demo_literature_style_316L,316L,stainless steel,Fe,DED,L-DED,Sciaky EBAM,1025.9,22.07,1156.72,609.64,1672.41,XZ,vertical,as-built,7990,1385,16.2,500,16.0,98.37,1.715,45.21,coarse equiaxed,2.0,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",516.16,682.48,36.98,179.12,186.36,8.66,B
demo_0125,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,DED,L-DED,Concept Laser M2,1083.92,22.62,720.46,240.97,639.58,Z,vertical,stress relieved,2680,580,160.0,910,20.5,92.5,7.382,36.99,columnar,2.11,alpha-Al,Si network/Mg2Si,fine Si cellular network,156.9,250.16,1.0,81.83,69.0,9.25,B
demo_0126,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,EOS M400,215.22,960.31,81.42,40.0,65.83,Z,vertical,annealed,8100,1413,14.2,452,10.3,98.825,1.153,32.24,cellular,1.78,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",1014.94,1224.9,9.81,349.81,196.42,32.43,B
demo_0127,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,DED,L-DED,EOS M290,951.62,14.57,529.93,674.62,871.25,XZ,vertical,stress relieved,2680,580,160.0,910,20.5,92.5,7.479,53.18,columnar,0.92,alpha-Al,Si network/Mg2Si,fine Si cellular network,138.53,191.95,1.0,42.75,75.67,16.15,B
demo_0128,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,DED,WAAM,EOS M400,2994.86,7.53,2062.61,1781.81,2963.67,XY,horizontal,as-built,4430,1660,7.1,560,8.6,94.072,5.943,123.46,columnar,1.92,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",870.61,1099.83,7.39,313.02,115.78,9.49,A
demo_0129,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,Renishaw AM250,139.59,1173.51,99.41,30.0,74.76,XZ,vertical,solution+aged,2680,580,160.0,910,20.5,98.361,1.668,11.88,cellular,1.45,alpha-Al,Si network/Mg2Si,fine Si cellular network,277.5,388.44,5.45,118.42,71.58,24.22,C
demo_0130,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,DED,L-DED,EOS M400,878.1,15.69,722.22,688.3,1184.69,XZ,45deg,stress relieved,8100,1413,14.2,452,10.3,94.426,5.657,49.14,dendritic,3.68,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",982.81,1143.37,1.0,369.62,191.55,33.09,B
demo_0131,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,SLM 280,372.5,767.08,122.41,20.0,98.73,XZ,vertical,annealed,8190,1298,9.0,435,14.0,92.5,7.564,17.9,mixed columnar-equiaxed,2.59,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",797.94,911.91,9.42,257.14,202.68,21.23,B
demo_0132,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,343.69,1494.07,112.1,40.0,84.57,XZ,vertical,stress relieved,4430,1660,7.1,560,8.6,98.553,1.394,26.15,mixed columnar-equiaxed,3.06,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",953.79,1090.95,9.3,313.46,114.39,21.75,A
demo_0133,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,EOS M400,129.67,877.45,113.12,40.0,94.49,Z,45deg,stress relieved,2680,580,160.0,910,20.5,97.634,2.439,18.34,columnar,2.13,alpha-Al,Si network/Mg2Si,fine Si cellular network,305.83,379.95,3.07,93.38,79.45,16.94,C
demo_0134,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Trumpf TruPrint,159.65,1428.77,113.58,20.0,93.06,XY,horizontal,HIP,7990,1385,16.2,500,16.0,98.927,1.076,11.99,mixed columnar-equiaxed,3.29,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",557.96,667.58,45.53,184.35,191.24,6.88,B
demo_0135,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,SLM 280,231.77,861.21,120.96,40.0,63.53,XY,45deg,stress relieved,4420,1650,7.0,526,8.5,98.633,1.356,42.75,fine equiaxed,0.82,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,892.64,1003.16,17.9,303.21,110.38,33.82,B
demo_0136,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,DED,L-DED,EOS M290,631.91,20.77,616.19,783.59,997.56,XY,45deg,HIP,8400,1390,13.0,450,14.0,98.385,1.589,47.93,columnar,1.65,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",857.62,960.9,14.81,327.86,222.08,16.45,B
demo_0137,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,266.28,1491.74,115.92,50.0,66.41,XY,horizontal,annealed,4420,1650,7.0,526,8.5,97.834,2.154,23.89,cellular,1.88,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,868.91,1056.63,17.64,296.78,106.12,32.7,B
demo_0138,demo_literature_style_316L,316L,stainless steel,Fe,DED,L-DED,Concept Laser M2,302.19,11.22,695.85,683.65,1571.83,XY,45deg,HIP,7990,1385,16.2,500,16.0,98.931,1.032,59.63,dendritic,0.8,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",574.56,781.87,44.15,215.81,195.34,7.16,B
demo_0139,demo_literature_style_316L,316L,stainless steel,Fe,DED,L-DED,EOS M400,377.65,14.3,531.82,204.57,908.72,XZ,vertical,aged,7990,1385,16.2,500,16.0,92.5,7.5,46.4,columnar,3.71,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",500.73,605.79,24.86,142.73,186.4,15.5,B
demo_0140,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,Concept Laser M2,379.95,831.65,128.96,50.0,77.82,XZ,horizontal,solution+aged,8900,1085,320.0,380,17.0,98.616,1.348,19.16,cellular,3.4,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,416.13,530.37,15.35,147.13,114.11,6.06,B
demo_0141,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,Trumpf TruPrint,306.75,1199.29,127.74,20.0,92.3,XZ,vertical,as-built,8900,1085,320.0,380,17.0,98.904,1.163,23.38,mixed columnar-equiaxed,1.55,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,340.72,398.1,15.38,109.22,123.1,28.83,C
demo_0142,demo_literature_style_316L,316L,stainless steel,Fe,DED,L-DED,Optomec LENS,463.63,8.39,579.83,765.21,1614.47,XY,45deg,annealed,7990,1385,16.2,500,16.0,93.369,6.685,92.66,columnar,3.8,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",393.8,590.67,30.83,144.88,185.98,24.1,A
demo_0143,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,DED,L-DED,Optomec LENS,889.99,11.39,1078.36,675.66,1700.46,Z,horizontal,HIP,2680,580,160.0,910,20.5,94.943,4.982,45.49,mixed columnar-equiaxed,3.67,alpha-Al,Si network/Mg2Si,fine Si cellular network,227.45,303.87,5.54,80.83,77.14,13.33,B
demo_0144,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,DED,L-DED,Renishaw AM250,984.96,15.76,473.07,694.93,1441.94,Z,horizontal,stress relieved,2670,570,140.0,890,21.5,92.5,7.547,35.9,columnar,1.3,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,150.76,264.66,1.0,55.67,72.75,11.94,C
