sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_g_cm3,melting_temp_C,thermal_conductivity_W_mK,specific_heat_J_kgK,CTE_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,quality_score
demo_0074,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Concept Laser M2,193.58,1210.245,121.08,40.0,100,45deg,horizontal,HIP,8.1,1413,14.2,452,10.3,97.966,2.077,22.181,cellular,1.62,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1261.22,1494.44,5.99,409.83,187.14,11.0,A
demo_0075,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Arcam Q10,267.18,1029.746,102.19,60.0,1000,45deg,45deg,stress relieved,2.68,580,160.0,910,20.5,98.351,1.656,15.036,dendritic,3.95,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,392.15,615.4,7.4,134.24,72.95,5.09,C
demo_0076,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Renishaw AM250,195.96,530.055,77.14,20.0,80,Z,horizontal,aged,7.8,1427,28.6,460,10.4,98.975,1.064,20.202,columnar,3.79,martensite,carbides,martensitic/carbide structure,1317.81,1512.35,8.68,351.83,211.91,1.0,C
demo_0077,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,L-DED,Arcam Q10,1015.64,9.586,1136.53,404.83,1000,Z,vertical,as-built,8.4,1390,13.0,450,14.0,98.436,1.674,39.337,cellular,4.44,FCC/HCP Co,carbides,cellular/dendritic CoCr,836.17,976.83,9.62,310.15,220.66,18.99,B
demo_0078,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,L-DED,EOS M290,1202.92,5.069,1194.69,368.54,70,XZ,horizontal,solution treated,7.99,1385,16.2,500,16.0,97.982,2.092,40.635,mixed columnar-equiaxed,1.92,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",443.65,635.06,32.33,158.53,185.0,18.75,C
demo_0079,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,EOS M290,258.33,1159.951,105.98,60.0,100,XY,horizontal,aged,7.99,1385,16.2,500,16.0,98.489,1.549,5.816,mixed columnar-equiaxed,3.73,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",761.48,904.12,30.19,261.44,182.98,13.99,C
demo_0080,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,SLM 280,1324.58,34.754,825.13,596.0,70,45deg,45deg,as-built,4.43,1660,7.1,560,8.6,99.052,1.066,62.566,dendritic,3.51,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1018.03,1231.17,11.93,347.57,114.61,25.78,A
demo_0081,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,WAAM lab system,245.79,1147.072,90.54,50.0,1000,Z,45deg,as-built,7.99,1385,16.2,500,16.0,98.712,1.288,16.541,mixed columnar-equiaxed,4.17,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",553.24,802.71,33.79,187.94,183.83,20.65,B
demo_0082,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,EOS M290,353.45,1360.63,84.8,40.0,70,45deg,horizontal,as-built,8.44,1320,9.8,429,12.8,98.384,1.621,12.357,dendritic,3.16,gamma,carbides/Laves possible,dendritic gamma matrix,812.78,932.73,28.85,270.09,207.05,15.7,B
demo_0083,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,EOS M290,330.42,1452.922,106.6,50.0,70,45deg,vertical,HIP,8.19,1298,11.4,435,13.0,98.434,1.649,21.626,equiaxed,3.7,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1100.25,1257.8,15.45,341.72,204.99,17.92,B
demo_0084,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Arcam Q10,253.18,1435.937,121.24,30.0,1000,XZ,vertical,stress relieved,4.43,1660,7.1,560,8.6,98.168,1.909,17.691,cellular,3.6,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1005.05,1097.66,7.96,310.77,116.71,6.27,B
demo_0085,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,SLM 280,413.46,1244.992,115.88,30.0,100,XZ,horizontal,as-built,7.8,1420,16.0,460,10.4,99.712,0.178,22.332,dendritic,3.65,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,974.92,1212.5,11.05,325.61,199.23,20.72,B
demo_0086,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,WAAM lab system,1397.66,30.817,534.16,204.5,80,45deg,vertical,as-built,4.43,1660,7.1,560,8.6,98.003,2.033,40.896,columnar,2.12,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1009.9,1186.55,7.15,320.04,106.04,19.52,C
demo_0087,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,E-PBF,Arcam Q10,638.72,1383.841,154.36,90.0,500,Z,horizontal,as-built,8.9,1085,320.0,380,17.0,98.1,2.014,17.963,dendritic,2.05,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",386.04,566.98,17.81,127.29,117.96,16.61,B
demo_0088,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,WAAM lab system,369.76,676.356,95.41,40.0,120,XY,horizontal,as-built,4.43,1660,7.1,560,8.6,98.936,1.128,15.082,equiaxed,2.84,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1145.31,1266.04,12.84,381.82,118.87,19.45,B
demo_0089,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,SLM 280,258.36,924.777,73.09,40.0,80,Z,vertical,as-built,7.8,1420,16.0,460,10.4,99.038,0.874,18.204,dendritic,2.14,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,903.28,1132.11,12.82,312.38,207.44,10.37,C
demo_0090,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,L-DED,EOS M290,1040.38,31.791,515.13,727.44,500,XY,45deg,as-built,7.99,1385,16.2,500,16.0,99.206,0.765,60.484,columnar,1.21,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",541.75,741.06,33.46,156.01,188.82,23.89,A
demo_0091,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,WAAM lab system,315.68,1323.127,80.08,20.0,100,45deg,vertical,aged,7.8,1427,28.6,460,10.4,98.178,1.75,11.422,mixed columnar-equiaxed,2.81,martensite,carbides,martensitic/carbide structure,1381.28,1519.76,5.6,477.79,210.31,12.22,C
demo_0092,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,WAAM lab system,271.25,1250.266,97.88,20.0,80,XY,45deg,as-built,8.44,1320,9.8,429,12.8,98.122,1.718,9.741,dendritic,3.51,gamma,carbides/Laves possible,dendritic gamma matrix,810.7,911.76,28.95,251.91,210.1,18.18,C
demo_0093,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,EOS M290,239.55,1490.388,78.23,60.0,80,XY,vertical,solution treated,8.4,1390,13.0,450,14.0,98.566,1.443,15.008,columnar,4.97,FCC/HCP Co,carbides,cellular/dendritic CoCr,707.0,899.19,7.87,198.39,218.18,10.47,B
demo_0094,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,E-PBF,Renishaw AM250,1916.4,1785.978,146.11,70.0,500,XY,vertical,stress relieved,7.8,1427,28.6,460,10.4,99.765,0.379,13.03,equiaxed,1.84,martensite,carbides,martensitic/carbide structure,1150.52,1351.98,7.42,368.21,205.01,24.49,C
demo_0095,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,EOS M290,367.98,1061.223,93.12,50.0,500,Z,vertical,stress relieved,8.9,1085,320.0,380,17.0,98.873,1.022,19.628,dendritic,2.7,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",399.57,633.39,19.5,94.49,118.42,14.19,A
demo_0096,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Optomec LENS,171.59,1390.264,98.2,30.0,70,XZ,45deg,solution treated,8.9,1085,320.0,380,17.0,98.779,1.2,18.001,dendritic,5.43,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",418.49,572.86,16.49,111.83,127.42,5.65,B
demo_0097,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Arcam Q10,182.1,922.734,80.57,20.0,1000,Z,45deg,as-built,4.43,1660,7.1,560,8.6,98.758,1.188,8.726,columnar,2.62,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1196.11,1401.42,9.6,408.01,111.55,10.88,A
demo_0098,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Optomec LENS,398.9,599.831,76.44,20.0,80,XZ,vertical,HIP,2.68,580,160.0,910,20.5,97.72,2.1,5.828,cellular,4.82,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,379.46,516.71,5.94,132.68,73.91,6.59,A
demo_0099,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,DED,L-DED,SLM 280,941.39,14.718,1158.92,546.12,1000,XY,vertical,as-built,8.19,1298,11.4,435,13.0,99.084,0.872,42.569,mixed columnar-equiaxed,1.02,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1087.97,1337.76,16.82,331.14,205.13,28.42,A
demo_0100,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,177.96,603.283,121.97,20.0,500,XZ,45deg,HIP,4.43,1660,7.1,560,8.6,99.568,0.389,19.269,cellular,3.57,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1117.44,1247.83,7.86,356.18,106.2,17.8,C
demo_0101,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,E-PBF,Renishaw AM250,1549.46,1493.09,159.05,70.0,1000,XY,vertical,as-built,8.4,1390,13.0,450,14.0,98.589,1.36,20.147,dendritic,2.16,FCC/HCP Co,carbides,cellular/dendritic CoCr,948.69,1048.5,7.22,331.01,220.49,29.77,A
demo_0102,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,L-DED,Optomec LENS,1118.94,27.666,605.94,696.07,120,45deg,vertical,HIP,2.68,580,160.0,910,20.5,99.09,0.962,60.365,equiaxed,3.74,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,412.82,641.53,4.52,142.49,66.88,25.14,B
demo_0103,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,WAAM,WAAM lab system,904.06,11.165,1756.54,539.8,100,45deg,vertical,as-built,8.9,1085,320.0,380,17.0,99.216,0.611,36.905,mixed columnar-equiaxed,3.0,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",379.91,530.0,21.06,89.39,119.88,37.02,A
demo_0104,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,L-DED,Optomec LENS,1121.59,13.11,528.47,664.94,120,Z,vertical,as-built,8.44,1320,9.8,429,12.8,97.911,2.11,60.32,dendritic,1.0,gamma,carbides/Laves possible,dendritic gamma matrix,666.64,889.9,26.5,190.91,205.27,12.49,B
demo_0105,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Renishaw AM250,363.29,981.764,103.86,50.0,500,XY,vertical,as-built,7.8,1420,16.0,460,10.4,98.355,1.744,2.0,equiaxed,3.15,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,886.31,1073.06,10.27,269.03,202.02,15.39,B
demo_0106,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Arcam Q10,382.3,523.97,101.23,60.0,70,Z,vertical,aged,8.9,1085,320.0,380,17.0,98.456,1.639,10.437,equiaxed,2.94,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",539.3,791.26,13.6,179.69,124.84,13.76,A
demo_0107,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,184.3,639.624,81.31,40.0,100,XZ,45deg,stress relieved,7.8,1420,16.0,460,10.4,98.441,1.629,15.621,dendritic,3.91,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,985.67,1153.49,8.73,334.41,213.55,10.72,C
demo_0108,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Concept Laser M2,248.71,931.076,72.15,30.0,100,XZ,45deg,as-built,8.1,1413,14.2,452,10.3,98.805,1.112,27.359,columnar,3.83,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1234.19,1354.81,11.78,395.4,188.74,15.37,A
demo_0109,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,DED,L-DED,Optomec LENS,1421.22,8.525,447.86,700.82,1000,Z,vertical,as-built,7.8,1427,28.6,460,10.4,98.413,1.557,53.999,equiaxed,1.79,martensite,carbides,martensitic/carbide structure,1102.03,1216.4,8.66,378.4,201.33,30.17,B
demo_0110,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,E-PBF,Optomec LENS,716.6,1000.932,195.72,50.0,1000,Z,45deg,as-built,2.68,580,160.0,910,20.5,99.153,0.924,5.411,equiaxed,3.03,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,420.46,574.25,2.05,135.02,71.82,28.34,A
demo_0111,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,283.05,1398.922,128.31,20.0,120,XZ,vertical,aged,8.44,1320,9.8,429,12.8,99.185,0.585,11.095,mixed columnar-equiaxed,3.34,gamma,carbides/Laves possible,dendritic gamma matrix,886.0,1109.15,29.62,317.02,199.57,14.02,A
demo_0112,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,EOS M290,253.82,1430.684,106.73,20.0,80,XZ,horizontal,as-built,8.4,1390,13.0,450,14.0,98.945,0.905,24.174,dendritic,4.1,FCC/HCP Co,carbides,cellular/dendritic CoCr,868.61,962.4,11.13,244.95,225.91,10.06,B
demo_0113,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,WAAM lab system,166.08,563.328,81.71,20.0,500,Z,45deg,solution treated,7.99,1385,16.2,500,16.0,99.056,0.965,16.91,cellular,3.49,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",544.67,782.48,32.18,231.44,182.16,19.57,A
demo_0114,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,224.37,590.579,83.56,40.0,500,Z,vertical,stress relieved,4.43,1660,7.1,560,8.6,99.287,0.716,12.697,cellular,3.29,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1103.56,1243.65,13.78,360.52,109.44,16.95,A
demo_0115,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,Optomec LENS,751.51,26.657,535.1,762.0,70,XY,45deg,as-built,4.43,1660,7.1,560,8.6,98.363,1.568,50.287,columnar,2.44,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1013.5,1258.53,9.39,253.05,107.76,31.73,C
demo_0116,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,WAAM lab system,246.53,566.826,105.58,40.0,80,XY,horizontal,aged,7.8,1427,28.6,460,10.4,99.399,0.59,15.74,dendritic,5.83,martensite,carbides,martensitic/carbide structure,1423.59,1540.22,7.17,444.39,208.37,15.06,A
demo_0117,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,E-PBF,SLM 280,1726.0,2388.92,131.38,70.0,70,XZ,45deg,stress relieved,8.9,1085,320.0,380,17.0,99.559,0.448,26.212,dendritic,2.56,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",428.58,625.85,18.89,116.91,122.3,30.93,A
demo_0118,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,WAAM,Renishaw AM250,2165.56,11.839,1581.51,823.24,1000,XY,45deg,as-built,8.9,1085,320.0,380,17.0,98.324,1.685,69.912,dendritic,2.19,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",194.76,319.76,20.09,70.0,130.48,16.26,B
demo_0119,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,WAAM lab system,166.33,697.667,87.48,50.0,100,XZ,vertical,aged,7.8,1420,16.0,460,10.4,98.761,1.248,16.48,mixed columnar-equiaxed,4.28,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1045.48,1303.02,9.64,302.93,201.64,13.07,A
demo_0120,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,WAAM lab system,212.5,627.276,103.01,60.0,120,XY,45deg,as-built,8.4,1390,13.0,450,14.0,98.443,1.469,16.937,mixed columnar-equiaxed,2.35,FCC/HCP Co,carbides,cellular/dendritic CoCr,902.13,1123.26,6.12,276.85,216.88,19.95,B
demo_0121,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,E-PBF,Renishaw AM250,687.98,1508.957,127.05,90.0,500,Z,horizontal,aged,8.1,1413,14.2,452,10.3,97.663,2.333,28.485,mixed columnar-equiaxed,2.33,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1378.54,1569.8,7.0,467.08,180.01,14.91,A
demo_0122,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,SLM 280,348.95,1430.003,99.88,50.0,70,XY,horizontal,as-built,8.19,1298,11.4,435,13.0,97.83,2.069,2.0,cellular,3.27,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1092.56,1261.01,12.87,379.41,210.99,10.98,C
demo_0123,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,EOS M290,263.16,994.315,94.44,50.0,100,XZ,vertical,as-built,2.68,580,160.0,910,20.5,98.687,1.392,7.511,equiaxed,5.51,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,339.59,552.67,6.72,70.0,65.35,21.1,A
demo_0124,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,386.97,814.348,94.1,50.0,1000,45deg,horizontal,annealed,2.68,580,160.0,910,20.5,99.363,0.619,3.816,cellular,2.7,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,356.77,454.07,7.37,75.91,66.38,8.51,B
demo_0125,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Concept Laser M2,943.17,30.024,945.06,315.15,1000,Z,vertical,as-built,7.8,1420,16.0,460,10.4,99.178,0.887,36.883,columnar,1.81,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,922.2,1106.38,8.35,268.81,195.3,21.19,A
demo_0126,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,409.36,764.598,95.8,30.0,70,XZ,vertical,HIP,2.68,580,160.0,910,20.5,98.24,1.762,12.18,columnar,3.84,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,389.56,549.7,1.5,94.1,70.15,18.17,B
demo_0127,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Renishaw AM250,418.22,538.644,82.48,60.0,100,Z,vertical,as-built,8.1,1413,14.2,452,10.3,99.078,0.866,14.284,columnar,1.88,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1190.8,1355.09,12.81,359.51,187.72,3.68,A
demo_0128,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Optomec LENS,1448.0,24.268,952.32,789.79,1000,XZ,vertical,as-built,7.8,1420,16.0,460,10.4,98.918,1.108,62.921,equiaxed,3.78,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,819.7,1058.01,10.57,292.74,206.32,16.47,A
demo_0129,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,E-PBF,Arcam Q10,707.83,1498.719,114.73,70.0,100,45deg,horizontal,as-built,8.4,1390,13.0,450,14.0,98.672,1.311,13.197,columnar,2.49,FCC/HCP Co,carbides,cellular/dendritic CoCr,872.36,1086.5,9.04,283.37,216.61,28.19,A
demo_0130,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Optomec LENS,187.41,1346.671,93.95,30.0,120,XY,45deg,stress relieved,2.68,580,160.0,910,20.5,98.714,1.289,18.071,cellular,4.68,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,356.55,465.02,7.5,70.0,77.95,14.25,A
demo_0131,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,Optomec LENS,1454.17,14.174,895.13,655.98,80,Z,vertical,as-built,8.1,1413,14.2,452,10.3,98.823,1.199,61.306,cellular,1.0,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1260.68,1409.82,9.5,401.57,182.64,28.02,A
demo_0132,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,EOS M290,344.81,787.855,77.07,20.0,100,XY,vertical,aged,8.9,1085,320.0,380,17.0,98.054,1.95,12.285,columnar,4.67,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",515.42,623.84,14.98,153.6,126.36,15.22,B
demo_0133,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,323.39,1023.09,81.31,30.0,80,XZ,45deg,aged,8.19,1298,11.4,435,13.0,98.369,1.691,14.272,cellular,5.89,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1202.0,1456.49,13.06,432.7,210.96,7.82,A
demo_0134,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,SLM 280,243.71,1375.539,87.04,50.0,80,Z,horizontal,as-built,7.8,1427,28.6,460,10.4,98.167,1.826,4.912,equiaxed,3.64,martensite,carbides,martensitic/carbide structure,1198.73,1436.39,7.35,346.31,214.94,14.19,B
demo_0135,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Concept Laser M2,368.88,524.451,83.21,60.0,120,Z,horizontal,solution treated,8.1,1413,14.2,452,10.3,98.753,1.345,11.163,mixed columnar-equiaxed,4.14,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1205.39,1387.91,10.3,385.3,194.37,8.79,A
demo_0136,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,344.91,757.613,122.0,50.0,100,Z,horizontal,as-built,8.44,1320,9.8,429,12.8,98.541,1.359,16.961,cellular,3.03,gamma,carbides/Laves possible,dendritic gamma matrix,890.36,1060.65,24.36,292.3,199.36,9.04,A
demo_0137,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Optomec LENS,310.67,1243.995,101.9,20.0,100,45deg,45deg,aged,7.8,1427,28.6,460,10.4,98.827,1.194,19.15,dendritic,3.34,martensite,carbides,martensitic/carbide structure,1304.09,1427.1,3.35,436.7,209.43,5.92,B
demo_0138,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,WAAM lab system,390.87,1421.898,89.93,40.0,500,XZ,horizontal,solution treated,8.1,1413,14.2,452,10.3,98.952,0.941,20.284,columnar,2.1,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1193.07,1333.84,14.6,413.05,190.49,6.36,A
demo_0139,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,Renishaw AM250,1138.26,28.233,904.73,729.31,100,45deg,horizontal,HIP,4.43,1660,7.1,560,8.6,98.612,1.37,49.813,cellular,1.68,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1097.88,1329.46,6.99,349.41,109.9,25.67,B
demo_0140,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,L-DED,SLM 280,668.88,12.391,1073.66,398.12,1000,45deg,vertical,as-built,7.99,1385,16.2,500,16.0,99.233,0.705,38.444,equiaxed,2.51,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",533.37,746.48,35.45,152.69,186.91,21.06,A
demo_0141,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Concept Laser M2,290.65,789.834,103.26,30.0,70,Z,vertical,solution treated,8.9,1085,320.0,380,17.0,99.763,0.154,13.923,columnar,2.32,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",335.84,442.14,20.7,81.91,114.74,11.13,B
demo_0142,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,EOS M290,146.01,722.368,96.46,50.0,1000,45deg,horizontal,solution treated,8.19,1298,11.4,435,13.0,99.41,0.554,14.932,cellular,2.2,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1153.73,1255.65,18.31,379.59,198.27,13.26,A
demo_0143,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,EOS M290,1162.2,27.125,457.48,509.41,120,45deg,horizontal,as-built,8.1,1413,14.2,452,10.3,97.95,1.971,51.597,equiaxed,3.41,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1250.76,1429.24,4.86,411.01,195.08,15.05,A
demo_0144,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,120.17,931.946,116.15,40.0,100,XY,horizontal,aged,2.68,580,160.0,910,20.5,98.098,1.876,13.112,cellular,2.94,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,483.83,717.51,2.57,167.13,68.48,9.54,A
demo_0145,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,DED,L-DED,Concept Laser M2,1335.61,11.92,1124.63,500.13,70,45deg,45deg,HIP,8.19,1298,11.4,435,13.0,98.775,1.302,35.289,equiaxed,1.0,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1126.5,1356.72,14.86,367.64,202.69,28.99,B
demo_0146,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Arcam Q10,417.08,1026.773,108.34,50.0,100,XY,vertical,as-built,7.8,1427,28.6,460,10.4,97.992,2.069,21.83,equiaxed,4.14,martensite,carbides,martensitic/carbide structure,1107.4,1341.53,9.68,378.74,217.79,6.74,A
demo_0147,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Concept Laser M2,391.83,1298.448,86.15,20.0,100,Z,vertical,as-built,4.43,1660,7.1,560,8.6,98.973,1.073,13.528,dendritic,3.72,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1082.12,1329.6,13.45,326.55,111.06,12.07,C
